company,job_title,job_type,experience_level,skills,skills_list,combined_text,combined_cleaned
Cruise LLC,"senior systems engineer ii, autonomy and localization",Full Time,Senior-level,"['drivers license', 'physics', 'computer science', 'machine learning', 'python', 'engineering']","['drivers license', 'physics', 'computer science', 'machine learning', 'python', 'engineering']","senior systems engineer ii, autonomy and localization Senior-level ['drivers license', 'physics', 'computer science', 'machine learning', 'python', 'engineering']",senior systems engineer ii autonomy and localization senior level drivers license physics computer science machine learning python engineering
Nextdoor,head of data science and analytics,Full Time,Executive-level,"['data governance', 'data management', 'big data', 'computer science', 'data visualization', 'data quality']","['data governance', 'data management', 'big data', 'computer science', 'data visualization', 'data quality']","head of data science and analytics Executive-level ['data governance', 'data management', 'big data', 'computer science', 'data visualization', 'data quality']",head of data science and analytics executive level data governance data management big data computer science data visualization data quality
dentsu international,modelling / data science - lead analyst - analytics,Full Time,Senior-level,"['data analysis', 'data analytics', 'cx', 'computer science', 'business intelligence', 'consulting']","['data analysis', 'data analytics', 'cx', 'computer science', 'business intelligence', 'consulting']","modelling / data science - lead analyst - analytics Senior-level ['data analysis', 'data analytics', 'cx', 'computer science', 'business intelligence', 'consulting']",modelling data science lead analyst analytics senior level data analysis data analytics cx computer science business intelligence consulting
Hello Heart,data science team lead,Full Time,Senior-level,"['agile', 'gcp', 'aws', 'computer science', 'azure', 'engineering']","['agile', 'gcp', 'aws', 'computer science', 'azure', 'engineering']","data science team lead Senior-level ['agile', 'gcp', 'aws', 'computer science', 'azure', 'engineering']",data science team lead senior level agile gcp aws computer science azure engineering
Cleo AI Ltd,analytics engineer,Full Time,No Experience,"['data warehousing', 'data pipelines', 'architecture', 'data warehouse', 'engineering', 'elt']","['data warehousing', 'data pipelines', 'architecture', 'data warehouse', 'engineering', 'elt']","analytics engineer No Experience ['data warehousing', 'data pipelines', 'architecture', 'data warehouse', 'engineering', 'elt']",analytics engineer no experience data warehousing data pipelines architecture data warehouse engineering elt
Plantix,senior geospatial machine learning engineer (f/m/d),Full Time,Senior-level,"['research', 'data analysis', 'computer science', 'machine learning', 'ml models']","['research', 'data analysis', 'computer science', 'machine learning', 'ml models']","senior geospatial machine learning engineer (f/m/d) Senior-level ['research', 'data analysis', 'computer science', 'machine learning', 'ml models']",senior geospatial machine learning engineer f m d senior level research data analysis computer science machine learning ml models
Statkraft,"data scientist - digitalization, trading & origination",Full Time,Entry-level,"['ansible', 'architecture', 'cd', 'aws', 'computer science', 'azure', 'ci']","['ansible', 'architecture', 'cd', 'aws', 'computer science', 'azure', 'ci']","data scientist - digitalization, trading & origination Entry-level ['ansible', 'architecture', 'cd', 'aws', 'computer science', 'azure', 'ci']",data scientist digitalization trading origination entry level ansible architecture cd aws computer science azure ci
Renaissance,data integration support representative,Full Time,Entry-level,"['rdbms', 'sql', 'computer science', 'csv', 'statistics']","['rdbms', 'sql', 'computer science', 'csv', 'statistics']","data integration support representative Entry-level ['rdbms', 'sql', 'computer science', 'csv', 'statistics']",data integration support representative entry level rdbms sql computer science csv statistics
Framestore,head of dataops & render support,Full Time,Executive-level,"['data management', 'data analysis', 'jira', 'linux', 'python', 'dataops']","['data management', 'data analysis', 'jira', 'linux', 'python', 'dataops']","head of dataops & render support Executive-level ['data management', 'data analysis', 'jira', 'linux', 'python', 'dataops']",head of dataops render support executive level data management data analysis jira linux python dataops
lastminute.com,frontend developer (chatbot),Full Time,No Experience,"['chatbots', 'node.js', 'apis', 'javascript', 'nlp']","['chatbots', 'node.js', 'apis', 'javascript', 'nlp']","frontend developer (chatbot) No Experience ['chatbots', 'node.js', 'apis', 'javascript', 'nlp']",frontend developer chatbot no experience chatbots node js apis javascript nlp
Imagine.io,machine learning/ai engineer,Full Time,Mid-level,"['deep learning', '3d graphics', 'computer science', 'computer vision', 'engineering', 'content creation']","['deep learning', '3d graphics', 'computer science', 'computer vision', 'engineering', 'content creation']","machine learning/ai engineer Mid-level ['deep learning', '3d graphics', 'computer science', 'computer vision', 'engineering', 'content creation']",machine learning ai engineer mid level deep learning 3d graphics computer science computer vision engineering content creation
"AppZen, Inc.",data engineer,Full Time,Senior-level,"['data warehousing', 'data pipelines', 'aws', 'computer science', 'data visualization', 'airflow']","['data warehousing', 'data pipelines', 'aws', 'computer science', 'data visualization', 'airflow']","data engineer Senior-level ['data warehousing', 'data pipelines', 'aws', 'computer science', 'data visualization', 'airflow']",data engineer senior level data warehousing data pipelines aws computer science data visualization airflow
Meritis,data engineer (f/h),Full Time,No Experience,"['agile', 'finance', 'big data', 'hadoop', 'devops', 'engineering']","['agile', 'finance', 'big data', 'hadoop', 'devops', 'engineering']","data engineer (f/h) No Experience ['agile', 'finance', 'big data', 'hadoop', 'devops', 'engineering']",data engineer f h no experience agile finance big data hadoop devops engineering
Verisk,data engineer - etl developer,Full Time,Senior-level,"['agile', 'data governance', 'data analysis', 'big data', 'aws', 'computer science']","['agile', 'data governance', 'data analysis', 'big data', 'aws', 'computer science']","data engineer - etl developer Senior-level ['agile', 'data governance', 'data analysis', 'big data', 'aws', 'computer science']",data engineer etl developer senior level agile data governance data analysis big data aws computer science
CapTech Consulting,"data architect consultant (aws, azure, gcp)",Full Time,Senior-level,"['architecture', 'databricks', 'aws', 'azure', 'airflow', 'consulting']","['architecture', 'databricks', 'aws', 'azure', 'airflow', 'consulting']","data architect consultant (aws, azure, gcp) Senior-level ['architecture', 'databricks', 'aws', 'azure', 'airflow', 'consulting']",data architect consultant aws azure gcp senior level architecture databricks aws azure airflow consulting
Standard Bank Group,data scientist,Full Time,Entry-level,"['clustering', 'data analytics', 'data mining', 'machine learning', 'ml models', 'mathematics']","['clustering', 'data analytics', 'data mining', 'machine learning', 'ml models', 'mathematics']","data scientist Entry-level ['clustering', 'data analytics', 'data mining', 'machine learning', 'ml models', 'mathematics']",data scientist entry level clustering data analytics data mining machine learning ml models mathematics
Marley Spoon,product data analyst - experimentation,Full Time,Mid-level,"['b testing', 'amplitude', 'data analytics', 'looker', 'a', 'mathematics', 'economics']","['b testing', 'amplitude', 'data analytics', 'looker', 'a', 'mathematics', 'economics']","product data analyst - experimentation Mid-level ['b testing', 'amplitude', 'data analytics', 'looker', 'a', 'mathematics', 'economics']",product data analyst experimentation mid level b testing amplitude data analytics looker a mathematics economics
CGG,seismic imaging analyst,Full Time,Entry-level,"['mathematics', 'data analysis', 'physics', 'data visualization', 'phd', 'engineering']","['mathematics', 'data analysis', 'physics', 'data visualization', 'phd', 'engineering']","seismic imaging analyst Entry-level ['mathematics', 'data analysis', 'physics', 'data visualization', 'phd', 'engineering']",seismic imaging analyst entry level mathematics data analysis physics data visualization phd engineering
Aurora Innovation,"staff software engineer, datasets and ml infrastructure",Full Time,Senior-level,"['apis', 'autonomous driving', 'computer science', 'aws', 'azure', 'computer vision']","['apis', 'autonomous driving', 'computer science', 'aws', 'azure', 'computer vision']","staff software engineer, datasets and ml infrastructure Senior-level ['apis', 'autonomous driving', 'computer science', 'aws', 'azure', 'computer vision']",staff software engineer datasets and ml infrastructure senior level apis autonomous driving computer science aws azure computer vision
Tubi,data scientist ii,Full Time,Senior-level,"['b testing', 'r', 'machine learning', 'ml models', 'a', 'python', 'engineering']","['b testing', 'r', 'machine learning', 'ml models', 'a', 'python', 'engineering']","data scientist ii Senior-level ['b testing', 'r', 'machine learning', 'ml models', 'a', 'python', 'engineering']",data scientist ii senior level b testing r machine learning ml models a python engineering
Nine,data analytics and insights analyst,Full Time,Senior-level,"['b testing', 'data analytics', 'ecommerce', 'bigquery', 'sql', 'a', 'streaming']","['b testing', 'data analytics', 'ecommerce', 'bigquery', 'sql', 'a', 'streaming']","data analytics and insights analyst Senior-level ['b testing', 'data analytics', 'ecommerce', 'bigquery', 'sql', 'a', 'streaming']",data analytics and insights analyst senior level b testing data analytics ecommerce bigquery sql a streaming
dentsu international,senior data engineer,Full Time,Senior-level,"['agile', 'architecture', 'big data', 'aws', 'azure', 'airflow']","['agile', 'architecture', 'big data', 'aws', 'azure', 'airflow']","senior data engineer Senior-level ['agile', 'architecture', 'big data', 'aws', 'azure', 'airflow']",senior data engineer senior level agile architecture big data aws azure airflow
NielsenIQ,associate client manager - retail business intelligence,Full Time,Mid-level,"['power bi', 'genetics', 'excel', 'robotics', 'business intelligence', 'consulting']","['power bi', 'genetics', 'excel', 'robotics', 'business intelligence', 'consulting']","associate client manager - retail business intelligence Mid-level ['power bi', 'genetics', 'excel', 'robotics', 'business intelligence', 'consulting']",associate client manager retail business intelligence mid level power bi genetics excel robotics business intelligence consulting
Celonis,front end developer angular (ai/ml),Full Time,Senior-level,"['architecture', 'big data', 'cd', 'cx', 'computer science', 'angular', 'ci']","['architecture', 'big data', 'cd', 'cx', 'computer science', 'angular', 'ci']","front end developer angular (ai/ml) Senior-level ['architecture', 'big data', 'cd', 'cx', 'computer science', 'angular', 'ci']",front end developer angular ai ml senior level architecture big data cd cx computer science angular ci
Intevity,senior developer - data engineer (aws/node/typescript),Full Time,Senior-level,"['agile', 'architecture', 'aws', 'ec2', 'engineering', 'consulting']","['agile', 'architecture', 'aws', 'ec2', 'engineering', 'consulting']","senior developer - data engineer (aws/node/typescript) Senior-level ['agile', 'architecture', 'aws', 'ec2', 'engineering', 'consulting']",senior developer data engineer aws node typescript senior level agile architecture aws ec2 engineering consulting
Veeva Systems,data product manager - safemine cloud,Full Time,No Experience,"['agile', 'data pipelines', 'architecture', 'big data', 'data quality', 'dataops']","['agile', 'data pipelines', 'architecture', 'big data', 'data quality', 'dataops']","data product manager - safemine cloud No Experience ['agile', 'data pipelines', 'architecture', 'big data', 'data quality', 'dataops']",data product manager safemine cloud no experience agile data pipelines architecture big data data quality dataops
Block,"senior platform data engineer, people analytics",Full Time,Senior-level,"['data governance', 'banking', 'apis', 'aws', 'crypto', 'blockchain']","['data governance', 'banking', 'apis', 'aws', 'crypto', 'blockchain']","senior platform data engineer, people analytics Senior-level ['data governance', 'banking', 'apis', 'aws', 'crypto', 'blockchain']",senior platform data engineer people analytics senior level data governance banking apis aws crypto blockchain
Genetec,business intelligence analyst / analyste bi,Full Time,Mid-level,"['architecture', 'azure', 'big data', 'data warehouse', 'data quality', 'business intelligence']","['architecture', 'azure', 'big data', 'data warehouse', 'data quality', 'business intelligence']","business intelligence analyst / analyste bi Mid-level ['architecture', 'azure', 'big data', 'data warehouse', 'data quality', 'business intelligence']",business intelligence analyst analyste bi mid level architecture azure big data data warehouse data quality business intelligence
Coupang,"security engineer, data security",Full Time,No Experience,"['python', 'sdl', 'security']","['python', 'sdl', 'security']","security engineer, data security No Experience ['python', 'sdl', 'security']",security engineer data security no experience python sdl security
OUTsurance,data engineer,Full Time,No Experience,"['ansible', 'databricks', 'aws', 'computer science', 'azure', 'airflow']","['ansible', 'databricks', 'aws', 'computer science', 'azure', 'airflow']","data engineer No Experience ['ansible', 'databricks', 'aws', 'computer science', 'azure', 'airflow']",data engineer no experience ansible databricks aws computer science azure airflow
Western Digital,power bi data analyst,Full Time,Senior-level,"['eda', 'architecture', 'data analysis', 'industrial', 'data visualization', 'engineering']","['eda', 'architecture', 'data analysis', 'industrial', 'data visualization', 'engineering']","power bi data analyst Senior-level ['eda', 'architecture', 'data analysis', 'industrial', 'data visualization', 'engineering']",power bi data analyst senior level eda architecture data analysis industrial data visualization engineering
OpenAI,"software engineer, chatgpt product backend",Full Time,Senior-level,"['research', 'llms', 'openai', 'chatgpt', 'privacy', 'gpt']","['research', 'llms', 'openai', 'chatgpt', 'privacy', 'gpt']","software engineer, chatgpt product backend Senior-level ['research', 'llms', 'openai', 'chatgpt', 'privacy', 'gpt']",software engineer chatgpt product backend senior level research llms openai chatgpt privacy gpt
Dream Sports,data analyst,Full Time,Entry-level,"['kafka', 'cassandra', 'architecture', 'aws', 'looker', 'distributed systems']","['kafka', 'cassandra', 'architecture', 'aws', 'looker', 'distributed systems']","data analyst Entry-level ['kafka', 'cassandra', 'architecture', 'aws', 'looker', 'distributed systems']",data analyst entry level kafka cassandra architecture aws looker distributed systems
Believe,hr data analyst (h/f),Full Time,Entry-level,"['vue', 'power bi']","['vue', 'power bi']","hr data analyst (h/f) Entry-level ['vue', 'power bi']",hr data analyst h f entry level vue power bi
Meritis,dveloppeurse big data (f/h),Full Time,Senior-level,"['agile', 'finance', 'architecture', 'big data', 'devops', 'engineering']","['agile', 'finance', 'architecture', 'big data', 'devops', 'engineering']","dveloppeurse big data (f/h) Senior-level ['agile', 'finance', 'architecture', 'big data', 'devops', 'engineering']",dveloppeurse big data f h senior level agile finance architecture big data devops engineering
Block,phd machine learning engineer intern (fall 2023),Internship,Entry-level,"['banking', 'architecture', 'computer science', 'aws', 'crypto', 'blockchain']","['banking', 'architecture', 'computer science', 'aws', 'crypto', 'blockchain']","phd machine learning engineer intern (fall 2023) Entry-level ['banking', 'architecture', 'computer science', 'aws', 'crypto', 'blockchain']",phd machine learning engineer intern fall 2023 entry level banking architecture computer science aws crypto blockchain
Hubtype,data scientist,Full Time,Mid-level,"['etl', 'chatbots', 'data mining', 'sas', 'javascript', 'excel']","['etl', 'chatbots', 'data mining', 'sas', 'javascript', 'excel']","data scientist Mid-level ['etl', 'chatbots', 'data mining', 'sas', 'javascript', 'excel']",data scientist mid level etl chatbots data mining sas javascript excel
Amazon.com,"data scientist i, sdo privacy - pdc team",Full Time,Senior-level,"['data analysis', 'big data', 'cx', 'computer science', 'computer vision', 'classification']","['data analysis', 'big data', 'cx', 'computer science', 'computer vision', 'classification']","data scientist i, sdo privacy - pdc team Senior-level ['data analysis', 'big data', 'cx', 'computer science', 'computer vision', 'classification']",data scientist i sdo privacy pdc team senior level data analysis big data cx computer science computer vision classification
Halvik,senior data architect,Full Time,Senior-level,"['data pipelines', 'big data', 'cd', 'databricks', 'aws', 'azure', 'ci']","['data pipelines', 'big data', 'cd', 'databricks', 'aws', 'azure', 'ci']","senior data architect Senior-level ['data pipelines', 'big data', 'cd', 'databricks', 'aws', 'azure', 'ci']",senior data architect senior level data pipelines big data cd databricks aws azure ci
PartnerRe,data analyst (dublin or paris),Full Time,No Experience,"['excel', 'dataops', 'r', 'data quality']","['excel', 'dataops', 'r', 'data quality']","data analyst (dublin or paris) No Experience ['excel', 'dataops', 'r', 'data quality']",data analyst dublin or paris no experience excel dataops r data quality
PSI CRO,clinical data manager,Full Time,Entry-level,"['oracle', 'research', 'data management', 'testing']","['oracle', 'research', 'data management', 'testing']","clinical data manager Entry-level ['oracle', 'research', 'data management', 'testing']",clinical data manager entry level oracle research data management testing
Vericast,staff software engineer ii-big data (remote),Full Time,Senior-level,"['agile', 'kafka', 'big data', 'hadoop', 'computer science', 'engineering']","['agile', 'kafka', 'big data', 'hadoop', 'computer science', 'engineering']","staff software engineer ii-big data (remote) Senior-level ['agile', 'kafka', 'big data', 'hadoop', 'computer science', 'engineering']",staff software engineer ii big data remote senior level agile kafka big data hadoop computer science engineering
Qualtrics,applied scientist - reinforcement learning and foundation models,Full Time,Senior-level,"['agile', 'deep learning', 'conversational ai', 'computer science', 'iclr', 'emnlp']","['agile', 'deep learning', 'conversational ai', 'computer science', 'iclr', 'emnlp']","applied scientist - reinforcement learning and foundation models Senior-level ['agile', 'deep learning', 'conversational ai', 'computer science', 'iclr', 'emnlp']",applied scientist reinforcement learning and foundation models senior level agile deep learning conversational ai computer science iclr emnlp
CLEAR,principal data engineer,Full Time,Senior-level,"['data governance', 'kafka', 'airflow', 'dagster', 'business intelligence', 'engineering']","['data governance', 'kafka', 'airflow', 'dagster', 'business intelligence', 'engineering']","principal data engineer Senior-level ['data governance', 'kafka', 'airflow', 'dagster', 'business intelligence', 'engineering']",principal data engineer senior level data governance kafka airflow dagster business intelligence engineering
OpenAI,"software engineer, chatgpt product development",Full Time,Senior-level,"['llms', 'chatgpt', 'javascript', 'machine learning', 'gpt', 'engineering']","['llms', 'chatgpt', 'javascript', 'machine learning', 'gpt', 'engineering']","software engineer, chatgpt product development Senior-level ['llms', 'chatgpt', 'javascript', 'machine learning', 'gpt', 'engineering']",software engineer chatgpt product development senior level llms chatgpt javascript machine learning gpt engineering
NBCUniversal,principal data scientist (deep learning),Full Time,Executive-level,"['architecture', 'conversational ai', 'aws', 'computer science', 'computer vision', 'airflow']","['architecture', 'conversational ai', 'aws', 'computer science', 'computer vision', 'airflow']","principal data scientist (deep learning) Executive-level ['architecture', 'conversational ai', 'aws', 'computer science', 'computer vision', 'airflow']",principal data scientist deep learning executive level architecture conversational ai aws computer science computer vision airflow
Visa,staff data engineer,Full Time,Senior-level,"['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']","['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']","staff data engineer Senior-level ['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']",staff data engineer senior level kafka architecture big data hadoop computer science engineering
Lyft,senior/lead data scientist,Full Time,Senior-level,"['r', 'research', 'engineering', 'python', 'mathematics', 'economics']","['r', 'research', 'engineering', 'python', 'mathematics', 'economics']","senior/lead data scientist Senior-level ['r', 'research', 'engineering', 'python', 'mathematics', 'economics']",senior lead data scientist senior level r research engineering python mathematics economics
Vivid Seats,lead data engineer,Full Time,Mid-level,"['etl', 'data warehousing', 'aws', 'dataops', 'airflow', 'engineering']","['etl', 'data warehousing', 'aws', 'dataops', 'airflow', 'engineering']","lead data engineer Mid-level ['etl', 'data warehousing', 'aws', 'dataops', 'airflow', 'engineering']",lead data engineer mid level etl data warehousing aws dataops airflow engineering
CITECH,ingnieur data / power bi (h/f),Full Time,Senior-level,"['postgresql', 'power bi', 'kpis', 'data analytics', 'azure', 'python']","['postgresql', 'power bi', 'kpis', 'data analytics', 'azure', 'python']","ingnieur data / power bi (h/f) Senior-level ['postgresql', 'power bi', 'kpis', 'data analytics', 'azure', 'python']",ingnieur data power bi h f senior level postgresql power bi kpis data analytics azure python
Feefo Holdings Ltd,intern junior marketing data analyst (12 month ftc),Internship,Entry-level,"['finance', 'computer science', 'excel', 'classification', 'mathematics', 'economics']","['finance', 'computer science', 'excel', 'classification', 'mathematics', 'economics']","intern junior marketing data analyst (12 month ftc) Entry-level ['finance', 'computer science', 'excel', 'classification', 'mathematics', 'economics']",intern junior marketing data analyst 12 month ftc entry level finance computer science excel classification mathematics economics
Mondia Group,data engineer (job ref 1769),Full Time,Mid-level,"['architecture', 'bigquery', 'aws', 'computer science', 'dataflow', 'airflow']","['architecture', 'bigquery', 'aws', 'computer science', 'dataflow', 'airflow']","data engineer (job ref 1769) Mid-level ['architecture', 'bigquery', 'aws', 'computer science', 'dataflow', 'airflow']",data engineer job ref 1769 mid level architecture bigquery aws computer science dataflow airflow
"Fastly, Inc.",senior people data analyst,Full Time,Senior-level,"['agile', 'data governance', 'business analytics', 'apis', 'computer science', 'business intelligence']","['agile', 'data governance', 'business analytics', 'apis', 'computer science', 'business intelligence']","senior people data analyst Senior-level ['agile', 'data governance', 'business analytics', 'apis', 'computer science', 'business intelligence']",senior people data analyst senior level agile data governance business analytics apis computer science business intelligence
Argyle,data quality qa engineer,Full Time,Entry-level,"['data management', 'apis', 'data strategy', 'data analytics', 'data analysis', 'data quality']","['data management', 'apis', 'data strategy', 'data analytics', 'data analysis', 'data quality']","data quality qa engineer Entry-level ['data management', 'apis', 'data strategy', 'data analytics', 'data analysis', 'data quality']",data quality qa engineer entry level data management apis data strategy data analytics data analysis data quality
Airtable,"data scientist, analytics",Full Time,Senior-level,"['kpis', 'airtable', 'sql', 'privacy', 'python', 'r']","['kpis', 'airtable', 'sql', 'privacy', 'python', 'r']","data scientist, analytics Senior-level ['kpis', 'airtable', 'sql', 'privacy', 'python', 'r']",data scientist analytics senior level kpis airtable sql privacy python r
Clear Street Markets,business data analyst,Full Time,Senior-level,"['data warehousing', 'apis', 'data analytics', 'data warehouse', 'excel', 'engineering']","['data warehousing', 'apis', 'data analytics', 'data warehouse', 'excel', 'engineering']","business data analyst Senior-level ['data warehousing', 'apis', 'data analytics', 'data warehouse', 'excel', 'engineering']",business data analyst senior level data warehousing apis data analytics data warehouse excel engineering
Strive Health,"sr director, data science",Full Time,Senior-level,"['okr', 'mlops', 'testing', 'machine learning', 'statistics']","['okr', 'mlops', 'testing', 'machine learning', 'statistics']","sr director, data science Senior-level ['okr', 'mlops', 'testing', 'machine learning', 'statistics']",sr director data science senior level okr mlops testing machine learning statistics
TripAdvisor,machine learning scientist ii,Full Time,Senior-level,"['etl', 'big data', 'cx', 'computer science', 'machine learning', 'engineering']","['etl', 'big data', 'cx', 'computer science', 'machine learning', 'engineering']","machine learning scientist ii Senior-level ['etl', 'big data', 'cx', 'computer science', 'machine learning', 'engineering']",machine learning scientist ii senior level etl big data cx computer science machine learning engineering
Tesco Bengaluru,lead-business intelligence&data warehousing,Full Time,Senior-level,"['data warehousing', 'finance', 'cx', 'excel', 'business intelligence', 'engineering']","['data warehousing', 'finance', 'cx', 'excel', 'business intelligence', 'engineering']","lead-business intelligence&data warehousing Senior-level ['data warehousing', 'finance', 'cx', 'excel', 'business intelligence', 'engineering']",lead business intelligence data warehousing senior level data warehousing finance cx excel business intelligence engineering
Cruise LLC,"staff software engineer, machine learning infrastructure",Full Time,Senior-level,"['drivers license', 'big data', 'golang', 'data mining', 'computer science', 'engineering']","['drivers license', 'big data', 'golang', 'data mining', 'computer science', 'engineering']","staff software engineer, machine learning infrastructure Senior-level ['drivers license', 'big data', 'golang', 'data mining', 'computer science', 'engineering']",staff software engineer machine learning infrastructure senior level drivers license big data golang data mining computer science engineering
TetraScience,"director, data engineering",Full Time,Mid-level,"['agile', 'data quality', 'aws', 'excel', 'ec2', 'engineering']","['agile', 'data quality', 'aws', 'excel', 'ec2', 'engineering']","director, data engineering Mid-level ['agile', 'data quality', 'aws', 'excel', 'ec2', 'engineering']",director data engineering mid level agile data quality aws excel ec2 engineering
ServiceNow,sr machine learning engineer,Full Time,Senior-level,"['research', 'testing', 'oop', 'machine learning', 'phd', 'python']","['research', 'testing', 'oop', 'machine learning', 'phd', 'python']","sr machine learning engineer Senior-level ['research', 'testing', 'oop', 'machine learning', 'phd', 'python']",sr machine learning engineer senior level research testing oop machine learning phd python
Amazon.com,"senior business intelligence engineer, dsp bi",Full Time,Senior-level,"['data pipelines', 'architecture', 'data mining', 'aws', 'data visualization', 'business intelligence']","['data pipelines', 'architecture', 'data mining', 'aws', 'data visualization', 'business intelligence']","senior business intelligence engineer, dsp bi Senior-level ['data pipelines', 'architecture', 'data mining', 'aws', 'data visualization', 'business intelligence']",senior business intelligence engineer dsp bi senior level data pipelines architecture data mining aws data visualization business intelligence
Drest,junior business intelligence analyst,Full Time,Mid-level,"['data analytics', 'data analysis', 'computer science', 'data visualization', 'data quality', 'business intelligence']","['data analytics', 'data analysis', 'computer science', 'data visualization', 'data quality', 'business intelligence']","junior business intelligence analyst Mid-level ['data analytics', 'data analysis', 'computer science', 'data visualization', 'data quality', 'business intelligence']",junior business intelligence analyst mid level data analytics data analysis computer science data visualization data quality business intelligence
Amazon.com,"data analyst, fulfillment network planning",Full Time,Senior-level,"['etl', 'aws', 'sql']","['etl', 'aws', 'sql']","data analyst, fulfillment network planning Senior-level ['etl', 'aws', 'sql']",data analyst fulfillment network planning senior level etl aws sql
ConsumerAffairs,research analyst,Full Time,Mid-level,"['genetics', 'data analysis', 'excel', 'data visualization', 'business intelligence', 'content creation']","['genetics', 'data analysis', 'excel', 'data visualization', 'business intelligence', 'content creation']","research analyst Mid-level ['genetics', 'data analysis', 'excel', 'data visualization', 'business intelligence', 'content creation']",research analyst mid level genetics data analysis excel data visualization business intelligence content creation
Wise Technical Ltd,power bi specialist,Full Time,Mid-level,"['power bi', 'data warehousing', 'computer science', 'data visualization', 'python', 'r']","['power bi', 'data warehousing', 'computer science', 'data visualization', 'python', 'r']","power bi specialist Mid-level ['power bi', 'data warehousing', 'computer science', 'data visualization', 'python', 'r']",power bi specialist mid level power bi data warehousing computer science data visualization python r
Visa,data science manager,Full Time,Senior-level,"['banking', 'clustering', 'big data', 'data mining', 'computer science', 'classification']","['banking', 'clustering', 'big data', 'data mining', 'computer science', 'classification']","data science manager Senior-level ['banking', 'clustering', 'big data', 'data mining', 'computer science', 'classification']",data science manager senior level banking clustering big data data mining computer science classification
Roblox,senior data scientist - social communications,Full Time,Senior-level,"['b testing', 'causal inference', 'big data', 'data mining', 'computer science', 'a', 'economics']","['b testing', 'causal inference', 'big data', 'data mining', 'computer science', 'a', 'economics']","senior data scientist - social communications Senior-level ['b testing', 'causal inference', 'big data', 'data mining', 'computer science', 'a', 'economics']",senior data scientist social communications senior level b testing causal inference big data data mining computer science a economics
Lemonade Finance,senior business intelligence engineer,Full Time,Senior-level,"['data governance', 'banking', 'architecture', 'bigquery', 'computer science', 'business intelligence']","['data governance', 'banking', 'architecture', 'bigquery', 'computer science', 'business intelligence']","senior business intelligence engineer Senior-level ['data governance', 'banking', 'architecture', 'bigquery', 'computer science', 'business intelligence']",senior business intelligence engineer senior level data governance banking architecture bigquery computer science business intelligence
Verisk,data engineer (enterprise master data management),Full Time,Senior-level,"['data governance', 'data management', 'apis', 'data analytics', 'data analysis', 'aws']","['data governance', 'data management', 'apis', 'data analytics', 'data analysis', 'aws']","data engineer (enterprise master data management) Senior-level ['data governance', 'data management', 'apis', 'data analytics', 'data analysis', 'aws']",data engineer enterprise master data management senior level data governance data management apis data analytics data analysis aws
Block,behavioral insights fraud data analyst,Full Time,Senior-level,"['banking', 'data analysis', 'computer science', 'crypto', 'data visualization', 'blockchain']","['banking', 'data analysis', 'computer science', 'crypto', 'data visualization', 'blockchain']","behavioral insights fraud data analyst Senior-level ['banking', 'data analysis', 'computer science', 'crypto', 'data visualization', 'blockchain']",behavioral insights fraud data analyst senior level banking data analysis computer science crypto data visualization blockchain
NielsenIQ,"entry level (recent tech grads) business intelligence analyst parsippany-troy hills, nj",Full Time,Entry-level,"['genetics', 'excel', 'business intelligence', 'finance']","['genetics', 'excel', 'business intelligence', 'finance']","entry level (recent tech grads) business intelligence analyst parsippany-troy hills, nj Entry-level ['genetics', 'excel', 'business intelligence', 'finance']",entry level recent tech grads business intelligence analyst parsippany troy hills nj entry level genetics excel business intelligence finance
AllTrails,"data engineer, machine learning (remote)",Full Time,Senior-level,"['bigquery', 'cd', 'aws', 'cuda', 'dataflow', 'ci', 'airflow']","['bigquery', 'cd', 'aws', 'cuda', 'dataflow', 'ci', 'airflow']","data engineer, machine learning (remote) Senior-level ['bigquery', 'cd', 'aws', 'cuda', 'dataflow', 'ci', 'airflow']",data engineer machine learning remote senior level bigquery cd aws cuda dataflow ci airflow
Synthego,data scientist,Full Time,Senior-level,"['biology', 'data mining', 'data visualization', 'biochemistry', 'engineering', 'economics']","['biology', 'data mining', 'data visualization', 'biochemistry', 'engineering', 'economics']","data scientist Senior-level ['biology', 'data mining', 'data visualization', 'biochemistry', 'engineering', 'economics']",data scientist senior level biology data mining data visualization biochemistry engineering economics
Vosker,"data analyst, business optimisation",Full Time,No Experience,"['statistics', 'data management', 'mathematics', 'sql']","['statistics', 'data management', 'mathematics', 'sql']","data analyst, business optimisation No Experience ['statistics', 'data management', 'mathematics', 'sql']",data analyst business optimisation no experience statistics data management mathematics sql
EUROPEAN DYNAMICS,data visualization specialist,Full Time,Mid-level,"['agile', 'data analysis', 'jira', 'data visualization', 'azure', 'devops']","['agile', 'data analysis', 'jira', 'data visualization', 'azure', 'devops']","data visualization specialist Mid-level ['agile', 'data analysis', 'jira', 'data visualization', 'azure', 'devops']",data visualization specialist mid level agile data analysis jira data visualization azure devops
