company,job_title,job_type,experience_level,skills
DAZN,data analyst - crm,Full Time,Entry-level,"['tableau', 'snowflake', 'bigquery', 'sql', 'looker', 'streaming']"
3Cloud,qa data engineer,Full Time,No Experience,"['etl', 'agile', 'databricks', 'computer science', 'javascript', 'azure']"
EquipmentShare,financial data analyst,Full Time,Entry-level,"['finance', 'data analysis', 'computer science', 'excel', 'mathematics', 'economics']"
Docugami,ml engineer,Full Time,Senior-level,"['computer science', 'machine learning', 'ml models', 'nlp', 'python', 'engineering']"
Surprise.com,data scientist,Full Time,Senior-level,"['b testing', 'agile', 'cd', 'computer science', 'ci', 'data visualization', 'a', 'docker']"
Springboard Collaborative,head of business intelligence,Full Time,Executive-level,"['kpis', 'finance', 'data strategy', 'data quality', 'business intelligence']"
Skydio,autonomy software engineer - flight core,Full Time,Senior-level,"['deep learning', 'react', 'computer vision', 'python', 'drones', 'engineering']"
Instacart,data operations manager,Full Time,Senior-level,"['agile', 'architecture', 'data analytics', 'bigquery', 'aws', 'azure']"
PSI CRO,senior/lead data manager,Full Time,Senior-level,"['biology', 'research', 'oracle', 'data management', 'testing']"
DoorDash,business intelligence engineer,Full Time,Senior-level,"['apis', 'architecture', 'data analytics', 'databricks', 'd3', 'business intelligence']"
Bitquery,data quality analyst/ test analyst,Full Time,Mid-level,"['agile', 'data warehousing', 'apis', 'big data', 'data quality', 'blockchain']"
Tesco Technology,machine learning engineer,Full Time,Senior-level,"['ecommerce', 'architecture', 'azure', 'computer vision', 'git', 'engineering']"
Publicis Groupe,data architect,Full Time,Senior-level,"['github', 'agile', 'json', 'apis', 'ms sql', 'excel']"
Neo Financial,senior data analytics developer,Full Time,Mid-level,"['airflow', 'architecture', 'cd', 'aws', 'azure', 'ci', 'business intelligence']"
AVIV Group,data science manager (m/f/d),Full Time,Senior-level,"['data pipelines', 'mathematics', 'data analysis', 'computer science', 'machine learning', 'engineering']"
Vyro,senior machine learning engineer,Full Time,Senior-level,"['deep learning', 'computer science', 'ai art', 'computer vision', 'engineering', 'content creation']"
Moneyfarm,lead data engineer,Full Time,No Experience,"['data pipelines', 'architecture', 'bigquery', 'aws', 'computer science', 'azure']"
Standard AI,"senior data engineer, analytics",Full Time,Senior-level,"['apis', 'architecture', 'bigquery', 'cd', 'ci', 'computer vision', 'airflow']"
Dropbox,"senior data engineer, new initiatives",Full Time,Senior-level,"['architecture', 'big data', 'data warehouse', 'computer science', 'data quality', 'engineering']"
Lyra Health,data scientist - product (us only),Full Time,No Experience,"['json', 'apis', 'data analysis', 'econometrics', 'pipelines', 'engineering']"
Appier,data analyst (intern),Internship,Entry-level,"['data analysis', 'rd', 'excel', 'machine learning', 'python', 'r']"
Shippeo,senior data engineer,Full Time,Senior-level,"['data pipelines', 'architecture', 'bigquery', 'cd', 'computer science', 'ci', 'airflow']"
M-KOPA,data operations analyst,Full Time,No Experience,"['kpis', 'excel', 'looker', 'data quality', 'fintech', 'dataops']"
Extreme Networks,senior machine learning engineer,Full Time,Senior-level,"['deep learning', 'computer science', 'machine learning', 'ml models', 'classification', 'engineering']"
Sportradar,bi analyst,Full Time,Entry-level,"['power bi', 'data management', 'data analytics', 'athena', 'excel', 'business intelligence']"
NielsenIQ,associate data analytics manager(cpg),Full Time,Mid-level,"['power bi', 'genetics', 'data analytics', 'data analysis', 'cx', 'business intelligence']"
Chainalysis,staff product data analyst,Full Time,Senior-level,"['b testing', 'banking', 'architecture', 'aws', 'a', 'blockchain', 'airflow']"
Northbeam,data scientist,Full Time,Mid-level,"['jax', 'ecommerce', 'machine learning', 'privacy', 'phd', 'engineering']"
Publicis Groupe,senior manager data engineering - houston (in office 2 days per week),Full Time,Senior-level,"['ansible', 'agile', 'architecture', 'cd', 'computer science', 'azure', 'ci']"
LivePerson,database engineer(elasticsearch/ opensearch),Full Time,Senior-level,"['ansible', 'elasticsearch', 'architecture', 'cd', 'ci', 'devops', 'docker']"
Teramind,data scientist,Full Time,Mid-level,"['biology', 'deep learning', 'data analysis', 'computer science', 'machine learning', 'engineering']"
Facet,software engineer - machine learning,Full Time,Senior-level,"['generative modeling', 'deep learning', 'machine learning', 'computer vision', 'classification', 'engineering']"
Inmarsat,senior data engineer,Full Time,Senior-level,"['data management', 'data pipelines', 'data quality', 'distributed systems', 'airflow', 'docker']"
"8x8, Inc.",bi development lead - india,Full Time,Senior-level,"['agile', 'data governance', 'cx', 'data warehouse', 'computer science', 'business intelligence']"
Visa,"sr business analyst, reporting & data analytics - (workforce planning) (hybrid/onsite)",Full Time,Senior-level,"['finance', 'data analytics', 'computer science', 'excel', 'phd', 'economics']"
Neo Financial,senior data engineering developer,Full Time,Mid-level,"['architecture', 'databricks', 'cd', 'aws', 'azure', 'ci', 'airflow']"
Believe,data engineer (h/f),Full Time,Entry-level,"['agile', 'data pipelines', 'apis', 'databricks', 'aws', 'airflow']"
Standard Bank Group,"manager, internal audit - lending products, credit and models (chnw)",Full Time,Entry-level,"['statistics', 'testing', 'mathematics', 'credit risk']"
Deezer,data engineer apprentice - data platform m/f/d,Full Time,Entry-level,"['streaming', 'big data', 'sql', 'python', 'dataops', 'scala']"
Publicis Groupe,"manager, data science",Full Time,Executive-level,"['datarobot', 'data management', 'data analytics', 'big data', 'data mining', 'bayesian']"
Oportun,sr data scientist - ads,Full Time,Senior-level,"['agile', 'banking', 'big data', 'cx', 'aws', 'computer science']"
Cowbell,staff data engineer (data acquisition),Full Time,Senior-level,"['apis', 'architecture', 'big data', 'aws', 'computer science', 'azure']"
HolonIQ,data analyst - chinese speaker,Full Time,Mid-level,"['market research', 'research', 'security', 'data management']"
SGS,senior hr systems & data analyst,Full Time,Senior-level,"['power bi', 'data management', 'genetics', 'data analytics', 'excel', 'privacy']"
Experfy Inc,data warehouse bi developer lead,Full Time,Mid-level,"['data analysis', 'big data', 'aws', 'computer science', 'data visualization', 'azure']"
RVO Health,data analyst 2 - optum,Full Time,Senior-level,"['power bi', 'big data', 'sql', 'privacy', 'data visualization']"
Simple Machines,senior data engineer - driven data platforms,Full Time,Mid-level,"['avro', 'big data', 'athena', 'bigquery', 'aws', 'azure']"
Definitive Logic,senior data engineer,Full Time,Senior-level,"['data pipelines', 'architecture', 'data visualization', 'data quality', 'consulting firm', 'consulting']"
Snorkel AI,senior ai/ml consultant (federal),Full Time,Senior-level,"['data pipelines', 'chatbots', 'genetics', 'consulting', 'computer science', 'engineering']"
Amazon.com,"quality assurance engineer, data center engineering",Full Time,No Experience,"['security', 'architecture', 'engineering', 'sharepoint']"
ABOUT YOU SE & Co. KG,(senior) cloud data engineer (m/f/d),Full Time,Senior-level,"['data pipelines', 'data warehouse', 'aws', 'engineering', 'devops', 'elt']"
ABOUT YOU SE & Co. KG,(senior) cloud data engineer (m/w/d),Full Time,Senior-level,"['data pipelines', 'ecommerce', 'data warehouse', 'aws', 'devops', 'elt']"
ProducePay,sr data scientist,Full Time,Mid-level,"['b testing', 'causal inference', 'mlops', 'data mining', 'machine learning', 'a', 'engineering']"
Wish,"staff software engineer, data storage",Full Time,Senior-level,"['cassandra', 'architecture', 'aws', 'computer science', 'distributed systems', 'docker']"
Pleo,senior analytics engineer,Full Time,Senior-level,"['banking', 'finance', 'data analysis', 'bigquery', 'data quality', 'engineering']"
Aledade,"data analyst, medicare advantage, remote",Full Time,No Experience,"['research', 'finance', 'sql', 'privacy', 'data quality']"
Brightspeed,lead business intelligence developer,Full Time,Senior-level,"['agile', 'bigquery', 'cx', 'computer science', 'business intelligence', 'economics']"
Firework,machine learning engineer intern,Internship,Entry-level,"['caffe', 'deep learning', 'databricks', 'cd', 'aws', 'computer science', 'ci']"
Mujin Inc,"senior computer vision developer (c, python)",Full Time,Senior-level,"['open source', 'computer science', 'industrial', 'machine learning', 'computer vision', 'python']"
Procore Technologies,staff data scientist-2,Full Time,Senior-level,"['security', 'machine learning', 'ml models', 'python', 'classification', 'engineering']"
Attractions.io,senior data engineer,Full Time,Mid-level,"['agile', 'apis', 'architecture', 'athena', 'cd', 'aws', 'ci']"
Purple Carrot,senior data analyst - marketing,Full Time,Senior-level,"['data quality', 'genetics', 'data analysis', 'bigquery', 'fivetran', 'engineering']"
Fannie Mae,business intelligence data engineer (open to remote),Full Time,No Experience,"['bigquery', 'data warehouse', 'data visualization', 'azure', 'classification', 'business intelligence']"
AETOS,senior consultant - enterprise business intelligence and data analytics solution implementation,Full Time,Senior-level,"['architecture', 'bigquery', 'aws', 'computer science', 'azure', 'business intelligence']"
CapTech Consulting,"lead data architect consultant (aws, azure, gcp)",Full Time,Senior-level,"['architecture', 'databricks', 'aws', 'azure', 'airflow', 'consulting']"
Zscaler,data scientist intern,Internship,Entry-level,"['agile', 'architecture', 'aws', 'computer science', 'azure', 'classification']"
Bosch Group,data analyst / data scientist ebike systems (w/m/div),Full Time,Senior-level,"['data analytics', 'machine learning', 'big data']"
RoomRaccoon,data engineer,Full Time,Mid-level,"['b testing', 'architecture', 'data analysis', 'computer science', 'linux', 'a', 'mathematics']"
Eurofins,entry level data scientist,Full Time,Entry-level,"['chemistry', 'testing']"
Tul,insights & data specialist (growth),Full Time,Senior-level,"['b testing', 'power bi', 'qlikview', 'excel', 'a', 'python', 'r']"
Meritis,data scientist (f/h),Full Time,Entry-level,"['agile', 'devops', 'engineering', 'finance']"
NielsenIQ,senior methods and data analyst,Full Time,Senior-level,"['data analysis', 'databricks', 'big data', 'econometrics', 'azure', 'business intelligence']"
CCRi,project manager customer outreach (data science),Full Time,Mid-level,"['agile', 'jira', 'aws', 'kanban', 'azure', 'computer vision']"
Wizard,senior data engineer,Full Time,Senior-level,"['bitbucket', 'cassandra', 'databricks', 'aws', 'computer science', 'azure']"
Lynx Analytics,data scientist,Full Time,Senior-level,"['data analysis', 'data mining', 'computer science', 'data visualization', 'engineering', 'economics']"
Verily,clinical data manager/analyst,Full Time,No Experience,"['data management', 'gcp', 'computer science', 'data quality', 'python', 'r']"
Block,"senior machine learning engineer, financial crimes",Full Time,Senior-level,"['banking', 'finance', 'computer science', 'crypto', 'blockchain', 'engineering']"
iwoca,senior data scientist - uk ops,Full Time,Mid-level,"['matlab', 'machine learning', 'bayesian', 'numpy', 'pandas', 'engineering']"
Lightspeed Commerce,data analyst (permanent work from home),Full Time,Senior-level,"['power bi', 'excel', 'machine learning', 'looker', 'data visualization', 'business intelligence']"
Columbia University,"pre-college instructor, big data, machine learning & their real world applications (on-campus) summer 2023",Full Time,Entry-level,"['teaching', 'machine learning', 'big data']"
Audiokinetic,spcialiste en science des donnes / data scientist,Full Time,Mid-level,"['data governance', 'data management', 'clustering', 'apis', 'aws', 'business intelligence']"
Octopus Energy,data analyst (pricing),Full Time,Entry-level,"['tableau', 'sql', 'jupyter', 'python', 'pandas']"
Roblox,"senior machine learning engineer, communication safety",Full Time,Senior-level,"['deep learning', 'data pipelines', 'genetics', 'asr', 'computer vision', 'engineering']"
Attractions.io,senior data scientist (machine learning),Full Time,Mid-level,"['mathematics', 'data analysis', 'aws', 'computer science', 'machine learning', 'engineering']"
Checkout.com,staff data engineer,Full Time,Senior-level,"['data analytics', 'architecture', 'cd', 'ecs', 'aws', 'ci', 'docker']"
NielsenIQ,"senior manager, data science",Full Time,Senior-level,"['finance', 'genetics', 'ecommerce', 'data analysis', 'data visualization', 'business intelligence']"
Enigma,"staff engineer, data infrastructure",Full Time,Senior-level,"['engineering', 'spark', 'databricks', 'testing']"
Bionic Services Ltd,data engineer,Full Time,Mid-level,"['agile', 'data warehousing', 'architecture', 'data warehouse', 'aws', 'azure']"
Amazon.com,"principal applied scientist, spexsci",Full Time,Senior-level,"['deep learning', 'data analysis', 'aws', 'computer vision', 'engineering', 'economics']"
Airbnb,"staff data engineer, data stewardship",Full Time,Senior-level,"['etl', 'data governance', 'data warehousing', 'data management', 'data quality', 'engineering']"
3Pillar Global,senior data engineer,Full Time,Senior-level,"['agile', 'data governance', 'data warehousing', 'big data', 'athena', 'aws']"
Cruise LLC,"senior systems engineer ii, autonomy and localization",Full Time,Senior-level,"['drivers license', 'physics', 'computer science', 'machine learning', 'python', 'engineering']"
Nextdoor,head of data science and analytics,Full Time,Executive-level,"['data governance', 'data management', 'big data', 'computer science', 'data visualization', 'data quality']"
dentsu international,modelling / data science - lead analyst - analytics,Full Time,Senior-level,"['data analysis', 'data analytics', 'cx', 'computer science', 'business intelligence', 'consulting']"
Hello Heart,data science team lead,Full Time,Senior-level,"['agile', 'gcp', 'aws', 'computer science', 'azure', 'engineering']"
Cleo AI Ltd,analytics engineer,Full Time,No Experience,"['data warehousing', 'data pipelines', 'architecture', 'data warehouse', 'engineering', 'elt']"
Plantix,senior geospatial machine learning engineer (f/m/d),Full Time,Senior-level,"['research', 'data analysis', 'computer science', 'machine learning', 'ml models']"
Statkraft,"data scientist - digitalization, trading & origination",Full Time,Entry-level,"['ansible', 'architecture', 'cd', 'aws', 'computer science', 'azure', 'ci']"
Renaissance,data integration support representative,Full Time,Entry-level,"['rdbms', 'sql', 'computer science', 'csv', 'statistics']"
Framestore,head of dataops & render support,Full Time,Executive-level,"['data management', 'data analysis', 'jira', 'linux', 'python', 'dataops']"
lastminute.com,frontend developer (chatbot),Full Time,No Experience,"['chatbots', 'node.js', 'apis', 'javascript', 'nlp']"
Imagine.io,machine learning/ai engineer,Full Time,Mid-level,"['deep learning', '3d graphics', 'computer science', 'computer vision', 'engineering', 'content creation']"
"AppZen, Inc.",data engineer,Full Time,Senior-level,"['data warehousing', 'data pipelines', 'aws', 'computer science', 'data visualization', 'airflow']"
Meritis,data engineer (f/h),Full Time,No Experience,"['agile', 'finance', 'big data', 'hadoop', 'devops', 'engineering']"
Verisk,data engineer - etl developer,Full Time,Senior-level,"['agile', 'data governance', 'data analysis', 'big data', 'aws', 'computer science']"
CapTech Consulting,"data architect consultant (aws, azure, gcp)",Full Time,Senior-level,"['architecture', 'databricks', 'aws', 'azure', 'airflow', 'consulting']"
Standard Bank Group,data scientist,Full Time,Entry-level,"['clustering', 'data analytics', 'data mining', 'machine learning', 'ml models', 'mathematics']"
Marley Spoon,product data analyst - experimentation,Full Time,Mid-level,"['b testing', 'amplitude', 'data analytics', 'looker', 'a', 'mathematics', 'economics']"
CGG,seismic imaging analyst,Full Time,Entry-level,"['mathematics', 'data analysis', 'physics', 'data visualization', 'phd', 'engineering']"
Aurora Innovation,"staff software engineer, datasets and ml infrastructure",Full Time,Senior-level,"['apis', 'autonomous driving', 'computer science', 'aws', 'azure', 'computer vision']"
Tubi,data scientist ii,Full Time,Senior-level,"['b testing', 'r', 'machine learning', 'ml models', 'a', 'python', 'engineering']"
Nine,data analytics and insights analyst,Full Time,Senior-level,"['b testing', 'data analytics', 'ecommerce', 'bigquery', 'sql', 'a', 'streaming']"
dentsu international,senior data engineer,Full Time,Senior-level,"['agile', 'architecture', 'big data', 'aws', 'azure', 'airflow']"
NielsenIQ,associate client manager - retail business intelligence,Full Time,Mid-level,"['power bi', 'genetics', 'excel', 'robotics', 'business intelligence', 'consulting']"
Celonis,front end developer angular (ai/ml),Full Time,Senior-level,"['architecture', 'big data', 'cd', 'cx', 'computer science', 'angular', 'ci']"
Intevity,senior developer - data engineer (aws/node/typescript),Full Time,Senior-level,"['agile', 'architecture', 'aws', 'ec2', 'engineering', 'consulting']"
Veeva Systems,data product manager - safemine cloud,Full Time,No Experience,"['agile', 'data pipelines', 'architecture', 'big data', 'data quality', 'dataops']"
Block,"senior platform data engineer, people analytics",Full Time,Senior-level,"['data governance', 'banking', 'apis', 'aws', 'crypto', 'blockchain']"
Genetec,business intelligence analyst / analyste bi,Full Time,Mid-level,"['architecture', 'azure', 'big data', 'data warehouse', 'data quality', 'business intelligence']"
Coupang,"security engineer, data security",Full Time,No Experience,"['python', 'sdl', 'security']"
OUTsurance,data engineer,Full Time,No Experience,"['ansible', 'databricks', 'aws', 'computer science', 'azure', 'airflow']"
Western Digital,power bi data analyst,Full Time,Senior-level,"['eda', 'architecture', 'data analysis', 'industrial', 'data visualization', 'engineering']"
OpenAI,"software engineer, chatgpt product backend",Full Time,Senior-level,"['research', 'llms', 'openai', 'chatgpt', 'privacy', 'gpt']"
Dream Sports,data analyst,Full Time,Entry-level,"['kafka', 'cassandra', 'architecture', 'aws', 'looker', 'distributed systems']"
Believe,hr data analyst (h/f),Full Time,Entry-level,"['vue', 'power bi']"
Meritis,dveloppeurse big data (f/h),Full Time,Senior-level,"['agile', 'finance', 'architecture', 'big data', 'devops', 'engineering']"
Block,phd machine learning engineer intern (fall 2023),Internship,Entry-level,"['banking', 'architecture', 'computer science', 'aws', 'crypto', 'blockchain']"
Hubtype,data scientist,Full Time,Mid-level,"['etl', 'chatbots', 'data mining', 'sas', 'javascript', 'excel']"
Amazon.com,"data scientist i, sdo privacy - pdc team",Full Time,Senior-level,"['data analysis', 'big data', 'cx', 'computer science', 'computer vision', 'classification']"
Halvik,senior data architect,Full Time,Senior-level,"['data pipelines', 'big data', 'cd', 'databricks', 'aws', 'azure', 'ci']"
PartnerRe,data analyst (dublin or paris),Full Time,No Experience,"['excel', 'dataops', 'r', 'data quality']"
PSI CRO,clinical data manager,Full Time,Entry-level,"['oracle', 'research', 'data management', 'testing']"
Vericast,staff software engineer ii-big data (remote),Full Time,Senior-level,"['agile', 'kafka', 'big data', 'hadoop', 'computer science', 'engineering']"
Qualtrics,applied scientist - reinforcement learning and foundation models,Full Time,Senior-level,"['agile', 'deep learning', 'conversational ai', 'computer science', 'iclr', 'emnlp']"
CLEAR,principal data engineer,Full Time,Senior-level,"['data governance', 'kafka', 'airflow', 'dagster', 'business intelligence', 'engineering']"
OpenAI,"software engineer, chatgpt product development",Full Time,Senior-level,"['llms', 'chatgpt', 'javascript', 'machine learning', 'gpt', 'engineering']"
NBCUniversal,principal data scientist (deep learning),Full Time,Executive-level,"['architecture', 'conversational ai', 'aws', 'computer science', 'computer vision', 'airflow']"
Visa,staff data engineer,Full Time,Senior-level,"['kafka', 'architecture', 'big data', 'hadoop', 'computer science', 'engineering']"
Lyft,senior/lead data scientist,Full Time,Senior-level,"['r', 'research', 'engineering', 'python', 'mathematics', 'economics']"
Vivid Seats,lead data engineer,Full Time,Mid-level,"['etl', 'data warehousing', 'aws', 'dataops', 'airflow', 'engineering']"
CITECH,ingnieur data / power bi (h/f),Full Time,Senior-level,"['postgresql', 'power bi', 'kpis', 'data analytics', 'azure', 'python']"
Feefo Holdings Ltd,intern junior marketing data analyst (12 month ftc),Internship,Entry-level,"['finance', 'computer science', 'excel', 'classification', 'mathematics', 'economics']"
Mondia Group,data engineer (job ref 1769),Full Time,Mid-level,"['architecture', 'bigquery', 'aws', 'computer science', 'dataflow', 'airflow']"
"Fastly, Inc.",senior people data analyst,Full Time,Senior-level,"['agile', 'data governance', 'business analytics', 'apis', 'computer science', 'business intelligence']"
Argyle,data quality qa engineer,Full Time,Entry-level,"['data management', 'apis', 'data strategy', 'data analytics', 'data analysis', 'data quality']"
Airtable,"data scientist, analytics",Full Time,Senior-level,"['kpis', 'airtable', 'sql', 'privacy', 'python', 'r']"
Clear Street Markets,business data analyst,Full Time,Senior-level,"['data warehousing', 'apis', 'data analytics', 'data warehouse', 'excel', 'engineering']"
Strive Health,"sr director, data science",Full Time,Senior-level,"['okr', 'mlops', 'testing', 'machine learning', 'statistics']"
TripAdvisor,machine learning scientist ii,Full Time,Senior-level,"['etl', 'big data', 'cx', 'computer science', 'machine learning', 'engineering']"
Tesco Bengaluru,lead-business intelligence&data warehousing,Full Time,Senior-level,"['data warehousing', 'finance', 'cx', 'excel', 'business intelligence', 'engineering']"
Cruise LLC,"staff software engineer, machine learning infrastructure",Full Time,Senior-level,"['drivers license', 'big data', 'golang', 'data mining', 'computer science', 'engineering']"
TetraScience,"director, data engineering",Full Time,Mid-level,"['agile', 'data quality', 'aws', 'excel', 'ec2', 'engineering']"
ServiceNow,sr machine learning engineer,Full Time,Senior-level,"['research', 'testing', 'oop', 'machine learning', 'phd', 'python']"
Amazon.com,"senior business intelligence engineer, dsp bi",Full Time,Senior-level,"['data pipelines', 'architecture', 'data mining', 'aws', 'data visualization', 'business intelligence']"
Drest,junior business intelligence analyst,Full Time,Mid-level,"['data analytics', 'data analysis', 'computer science', 'data visualization', 'data quality', 'business intelligence']"
Amazon.com,"data analyst, fulfillment network planning",Full Time,Senior-level,"['etl', 'aws', 'sql']"
ConsumerAffairs,research analyst,Full Time,Mid-level,"['genetics', 'data analysis', 'excel', 'data visualization', 'business intelligence', 'content creation']"
Wise Technical Ltd,power bi specialist,Full Time,Mid-level,"['power bi', 'data warehousing', 'computer science', 'data visualization', 'python', 'r']"
Visa,data science manager,Full Time,Senior-level,"['banking', 'clustering', 'big data', 'data mining', 'computer science', 'classification']"
Roblox,senior data scientist - social communications,Full Time,Senior-level,"['b testing', 'causal inference', 'big data', 'data mining', 'computer science', 'a', 'economics']"
Lemonade Finance,senior business intelligence engineer,Full Time,Senior-level,"['data governance', 'banking', 'architecture', 'bigquery', 'computer science', 'business intelligence']"
Verisk,data engineer (enterprise master data management),Full Time,Senior-level,"['data governance', 'data management', 'apis', 'data analytics', 'data analysis', 'aws']"
Block,behavioral insights fraud data analyst,Full Time,Senior-level,"['banking', 'data analysis', 'computer science', 'crypto', 'data visualization', 'blockchain']"
NielsenIQ,"entry level (recent tech grads) business intelligence analyst parsippany-troy hills, nj",Full Time,Entry-level,"['genetics', 'excel', 'business intelligence', 'finance']"
AllTrails,"data engineer, machine learning (remote)",Full Time,Senior-level,"['bigquery', 'cd', 'aws', 'cuda', 'dataflow', 'ci', 'airflow']"
Synthego,data scientist,Full Time,Senior-level,"['biology', 'data mining', 'data visualization', 'biochemistry', 'engineering', 'economics']"
Vosker,"data analyst, business optimisation",Full Time,No Experience,"['statistics', 'data management', 'mathematics', 'sql']"
EUROPEAN DYNAMICS,data visualization specialist,Full Time,Mid-level,"['agile', 'data analysis', 'jira', 'data visualization', 'azure', 'devops']"
ALTEN,data engineer scala / java (spark),Full Time,Entry-level,"['cassandra', 'avro', 'architecture', 'big data', 'cd', 'ci', 'docker']"
EquipmentShare,senior data scientist,Full Time,Senior-level,"['research', 'computer science', 'industrial', 'machine learning', 'statistics']"
Visa,staff data engineer (actimize ais),Full Time,Senior-level,"['architecture', 'testing', 'data visualization', 'phd', 'python', 'scala']"
Databricks,staff data scientist,Full Time,Senior-level,"['databricks', 'cx', 'excel', 'industrial', 'machine learning', 'engineering']"
Bosch Group,robotics software developer (multiple positions) - bgsw,Full Time,No Experience,"['lidar', 'architecture', 'cd', 'ci', 'git', 'engineering', 'docker']"
Adevinta,staff data engineer,Full Time,Senior-level,"['agile', 'apis', 'architecture', 'big data', 'aws', 'azure']"
MONDIAL RELAY,data product owner h/f,Full Time,Entry-level,"['scrum', 'business analytics', 'ecommerce', 'jira', 'machine learning', 'engineering']"
Pattern,artificial intelligence engineer,Full Time,Senior-level,"['genetics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']"
Databricks,data engineer,Full Time,No Experience,"['business analytics', 'apis', 'architecture', 'big data', 'computer science', 'business intelligence']"
Rec Room,senior applied scientist,Full Time,Senior-level,"['b testing', 'genetics', 'databricks', 'computer science', 'machine learning', 'a', 'engineering']"
Block,"senior data scientist, afterpay product",Full Time,Senior-level,"['banking', 'amplitude', 'databricks', 'computer science', 'crypto', 'blockchain']"
Bosch Group,(senior) automotive research engineer for cloud computing (m/w/d),Full Time,Senior-level,"['open source', 'cd', 'aws', 'computer science', 'linux', 'azure', 'ci']"
Spectrum Effect,wireless communication data scientist,Full Time,Senior-level,"['clustering', 'architecture', 'data analysis', 'computer science', 'classification', 'engineering']"
Bear Robotics,bear robotics,Full Time,Entry-level,"['architecture', 'computer science', 'javascript', 'machine learning', 'linux', 'engineering']"
Strive Health,sr data analyst (partner analytics),Full Time,Senior-level,"['research', 'data analysis', 'sql', 'excel', 'data visualization', 'engineering']"
Eleos Health,devops/ mlops engineer,Full Time,Mid-level,"['kubeflow', 'gcp', 'cd', 'aws', 'azure', 'ci', 'devops']"
"Justworks, Inc.","senior manager, data science",Full Time,Senior-level,"['predictive modeling', 'sql', 'machine learning', 'engineering', 'python', 'r']"
MyFitnessPal,data engineer 2,Full Time,Senior-level,"['data pipelines', 'airflow', 'apis', 'dynamodb', 'aws', 'business intelligence']"
Meritis,data engineer (h/f),Full Time,No Experience,"['devops', 'architecture', 'engineering', 'finance']"
TIKTAL,chatgpt / ai consultant (part time),Part Time,Mid-level,"['nltk', 'conversational ai', 'chatgpt', 'machine learning', 'gpt', 'nlp']"
Sezzle,compliance data analyst,Full Time,Senior-level,"['banking', 'data analysis', 'ecommerce', 'aws', 'computer science', 'data visualization']"
"Flagship Pioneering, Inc.","engineer i, machine learning",Full Time,Senior-level,"['biology', 'deep learning', 'architecture', 'aws', 'computer science', 'drug discovery']"
Informa Group Plc.,senior data architect,Full Time,Senior-level,"['architecture', 'databricks', 'computer science', 'aws', 'angular', 'data quality']"
Forter,"engineering manager, ml platform",Full Time,Senior-level,"['ecommerce', 'databricks', 'cx', 'aws', 'azure', 'engineering']"
AKASA Inc.,senior machine learning engineer,Full Time,Senior-level,"['big data', 'aws', 'computer science', 'healthcare technology', 'computer vision', 'engineering']"
Utility Warehouse,data analyst (digital analytics) intern,Full Time,Entry-level,"['bigquery', 'cx', 'data warehouse', 'econometrics', 'looker', 'business intelligence']"
Sportradar,"computer engineer, computer vision hardware (mid//sr)-m/f/d",Full Time,No Experience,"['agile', 'deep learning', 'aws', 'cuda', 'computer vision', 'docker']"
Verisk,senior research analyst - lng short term,Full Time,Senior-level,"['consulting', 'excel', 'market research', 'data visualization', 'engineering', 'economics']"
Cube RM,business data analyst intern,Internship,Entry-level,"['agile', 'data analysis', 'computer science', 'excel', 'azure', 'mathematics']"
StubHub,data analyst - customer acquisition,Full Time,Senior-level,"['b testing', 'kpis', 'agile', 'causal inference', 'a', 'python', 'r']"
"Vuori, Inc",senior bi analyst,Full Time,Senior-level,"['data governance', 'power bi', 'architecture', 'sas', 'excel', 'looker']"
Geotab Inc.,data operations development team lead,Full Time,Senior-level,"['architecture', 'big data', 'bigquery', 'cd', 'computer science', 'ci', 'airflow']"
ALTEN,data engineer - concepteur - dveloppeur sql - bigl,Full Time,No Experience,"['avro', 'architecture', 'big data', 'cd', 'gcp', 'ci', 'docker']"
CI&T,"job-10533 senior, data developer python/spark, brazil",Full Time,Senior-level,"['kubernetes', 'apis', 'azure', 'spark', 'python', 'airflow']"
Agriaku,lead data analyst,Full Time,Senior-level,"['b testing', 'metabase', 'power bi', 'data studio', 'looker', 'data visualization', 'a']"
Veeva Systems,senior data product manager - link key people,Full Time,Senior-level,"['agile', 'research', 'consulting', 'sql', 'engineering']"
"Faire Wholesale, Inc.",senior data scientist - search & recommendation,Full Time,Senior-level,"['b testing', 'elasticsearch', 'genetics', 'ecommerce', 'computer science', 'a', 'engineering']"
Insite AI,lead data engineer,Full Time,Mid-level,"['kubernetes', 'databricks', 'machine learning', 'azure', 'engineering', 'docker']"
PlayStation Global,machine learning engineer (masters/phd),Full Time,Senior-level,"['deep learning', 'machine learning', 'phd', 'numpy', 'pandas', 'engineering']"
Verisk,research analyst lng short-term,Full Time,No Experience,"['consulting', 'excel', 'market research', 'data visualization', 'engineering', 'economics']"
Amazon.com,"applied scientist, automated reasoning group for healthcare and payments security",Full Time,Senior-level,"['research', 'data mining', 'aws', 'machine learning', 'phd', 'python']"
Altana AI,senior implementation data scientist,Full Time,Senior-level,"['apis', 'architecture', 'databricks', 'aws', 'azure', 'docker']"
Dun & Bradstreet,data engineer i (r-14521),Full Time,Senior-level,"['agile', 'data analysis', 'aws', 'computer science', 'azure', 'mathematics']"
